	Symbol	Entrez
ENSG00000210873	NA	NA
ENSG00000210874	NA	NA
ENSG00000210875	NA	NA
ENSG00000210876	NA	NA
ENSG00000210877	NA	NA
ENSG00000210878	NA	NA
ENSG00000210879	NA	NA
ENSG00000210880	NA	NA
ENSG00000210881	NA	NA
ENSG00000210882	NA	NA
ENSG00000210883	NA	NA
ENSG00000210884	NA	NA
ENSG00000210885	NA	NA
ENSG00000210886	NA	NA
ENSG00000210887	NA	NA
ENSG00000210888	NA	NA
ENSG00000210889	NA	NA
ENSG00000210891	NA	NA
ENSG00000210893	NA	NA
ENSG00000210896	NA	NA
ENSG00000210897	NA	NA
ENSG00000210898	NA	NA
ENSG00000210899	NA	NA
ENSG00000210900	NA	NA
ENSG00000210901	NA	NA
ENSG00000210902	NA	NA
ENSG00000210904	NA	NA
ENSG00000210905	NA	NA
ENSG00000210906	NA	NA
ENSG00000210908	NA	NA
ENSG00000210910	NA	NA
ENSG00000210912	NA	NA
ENSG00000210913	NA	NA
ENSG00000210914	NA	NA
ENSG00000210915	NA	NA
ENSG00000210916	NA	NA
ENSG00000210917	NA	NA
ENSG00000210918	NA	NA
ENSG00000210919	NA	NA
ENSG00000210920	NA	NA
ENSG00000210921	NA	NA
ENSG00000210922	NA	NA
ENSG00000210923	NA	NA
ENSG00000210924	NA	NA
ENSG00000210925	NA	NA
ENSG00000210926	NA	NA
ENSG00000210927	NA	NA
ENSG00000210928	NA	NA
ENSG00000210929	NA	NA
ENSG00000210930	NA	NA
ENSG00000210931	NA	NA
ENSG00000210932	NA	NA
ENSG00000210933	NA	NA
ENSG00000210934	NA	NA
ENSG00000210935	NA	NA
ENSG00000210936	NA	NA
ENSG00000210937	NA	NA
ENSG00000210938	NA	NA
ENSG00000210939	NA	NA
ENSG00000210940	NA	NA
ENSG00000210941	NA	NA
ENSG00000210944	NA	NA
ENSG00000210946	NA	NA
ENSG00000210948	NA	NA
ENSG00000210949	NA	NA
ENSG00000210950	NA	NA
ENSG00000210951	NA	NA
ENSG00000210952	NA	NA
ENSG00000210953	NA	NA
ENSG00000210954	NA	NA
ENSG00000210955	NA	NA
ENSG00000210956	NA	NA
ENSG00000210957	NA	NA
ENSG00000210958	NA	NA
ENSG00000210959	NA	NA
ENSG00000210960	NA	NA
ENSG00000210961	NA	NA
ENSG00000210962	NA	NA
ENSG00000210963	NA	NA
ENSG00000210964	NA	NA
ENSG00000210965	NA	NA
ENSG00000210966	NA	NA
ENSG00000210967	NA	NA
ENSG00000210968	NA	NA
ENSG00000210970	NA	NA
ENSG00000210972	NA	NA
ENSG00000210973	NA	NA
ENSG00000210974	NA	NA
ENSG00000210975	NA	NA
ENSG00000210976	NA	NA
ENSG00000210978	NA	NA
ENSG00000210979	NA	NA
ENSG00000210980	NA	NA
ENSG00000210981	NA	NA
ENSG00000210982	NA	NA
ENSG00000210983	NA	NA
ENSG00000210984	NA	NA
ENSG00000210985	NA	NA
ENSG00000210987	NA	NA
ENSG00000210988	NA	NA
ENSG00000210989	NA	NA
ENSG00000210990	NA	NA
ENSG00000210991	NA	NA
ENSG00000210993	NA	NA
ENSG00000210994	NA	NA
ENSG00000210995	NA	NA
ENSG00000210996	NA	NA
ENSG00000210997	NA	NA
ENSG00000210998	NA	NA
ENSG00000210999	NA	NA
ENSG00000211001	NA	NA
ENSG00000211002	NA	NA
ENSG00000211003	NA	NA
ENSG00000211004	NA	NA
ENSG00000211005	NA	NA
ENSG00000211006	NA	NA
ENSG00000211007	NA	NA
ENSG00000211008	NA	NA
ENSG00000211009	NA	NA
ENSG00000211010	NA	NA
ENSG00000211011	NA	NA
ENSG00000211012	NA	NA
ENSG00000211013	NA	NA
ENSG00000211014	NA	NA
ENSG00000211015	NA	NA
ENSG00000211016	NA	NA
ENSG00000211017	NA	NA
ENSG00000211018	NA	NA
ENSG00000211019	NA	NA
ENSG00000211020	NA	NA
ENSG00000211021	NA	NA
ENSG00000211022	NA	NA
ENSG00000211023	NA	NA
ENSG00000211024	NA	NA
ENSG00000211026	NA	NA
ENSG00000211027	NA	NA
ENSG00000211028	NA	NA
ENSG00000211029	NA	NA
ENSG00000211030	NA	NA
ENSG00000211031	NA	NA
ENSG00000211032	NA	NA
ENSG00000211033	NA	NA
ENSG00000211034	NA	NA
ENSG00000211035	NA	NA
ENSG00000211036	NA	NA
ENSG00000211039	NA	NA
ENSG00000211040	NA	NA
ENSG00000211041	NA	NA
ENSG00000211042	NA	NA
ENSG00000211043	NA	NA
ENSG00000211044	NA	NA
ENSG00000211045	NA	NA
ENSG00000211047	NA	NA
ENSG00000211048	NA	NA
ENSG00000211049	NA	NA
ENSG00000211051	NA	NA
ENSG00000211052	NA	NA
ENSG00000211053	NA	NA
ENSG00000211054	NA	NA
ENSG00000211055	NA	NA
ENSG00000211056	NA	NA
ENSG00000211057	NA	NA
ENSG00000211058	NA	NA
ENSG00000211059	NA	NA
ENSG00000211060	NA	NA
ENSG00000211061	NA	NA
ENSG00000211062	NA	NA
ENSG00000211063	NA	NA
ENSG00000211064	NA	NA
ENSG00000211065	NA	NA
ENSG00000211066	NA	NA
ENSG00000211067	NA	NA
ENSG00000211068	NA	NA
ENSG00000211069	NA	NA
ENSG00000211070	NA	NA
ENSG00000211071	NA	NA
ENSG00000211072	NA	NA
ENSG00000211073	NA	NA
ENSG00000211074	NA	NA
ENSG00000211075	NA	NA
ENSG00000211076	NA	NA
ENSG00000211077	NA	NA
ENSG00000211078	NA	NA
ENSG00000211079	NA	NA
ENSG00000211080	NA	NA
ENSG00000211081	NA	NA
ENSG00000211084	NA	NA
ENSG00000211085	NA	NA
ENSG00000211086	NA	NA
ENSG00000211087	NA	NA
ENSG00000211088	NA	NA
ENSG00000211089	NA	NA
ENSG00000211091	NA	NA
ENSG00000211093	NA	NA
ENSG00000211094	NA	NA
ENSG00000211095	NA	NA
ENSG00000211096	NA	NA
ENSG00000211097	NA	NA
ENSG00000211098	NA	NA
ENSG00000211100	NA	NA
ENSG00000211101	NA	NA
ENSG00000211102	NA	NA
ENSG00000211103	NA	NA
ENSG00000211104	NA	NA
ENSG00000211105	NA	NA
ENSG00000211106	NA	NA
ENSG00000211107	NA	NA
ENSG00000211108	NA	NA
ENSG00000211109	NA	NA
ENSG00000211110	NA	NA
ENSG00000211112	NA	NA
ENSG00000211113	NA	NA
ENSG00000211115	NA	NA
ENSG00000211116	NA	NA
ENSG00000211117	NA	NA
ENSG00000211118	NA	NA
ENSG00000211119	NA	NA
ENSG00000211120	NA	NA
ENSG00000211121	NA	NA
ENSG00000211122	NA	NA
ENSG00000211123	NA	NA
ENSG00000211124	NA	NA
ENSG00000211125	NA	NA
ENSG00000211126	NA	NA
ENSG00000211127	NA	NA
ENSG00000211130	NA	NA
ENSG00000211131	NA	NA
ENSG00000211132	NA	NA
ENSG00000211133	NA	NA
ENSG00000211135	NA	NA
ENSG00000211136	NA	NA
ENSG00000211137	MIR190A	406965
ENSG00000211138	NA	NA
ENSG00000211139	NA	NA
ENSG00000211140	NA	NA
ENSG00000211141	NA	NA
ENSG00000211142	NA	NA
ENSG00000211143	NA	NA
ENSG00000211144	NA	NA
ENSG00000211145	NA	NA
ENSG00000211146	NA	NA
ENSG00000211147	NA	NA
ENSG00000211148	NA	NA
ENSG00000211149	NA	NA
ENSG00000211150	NA	NA
ENSG00000211151	NA	NA
ENSG00000211152	NA	NA
ENSG00000211154	NA	NA
ENSG00000211155	NA	NA
ENSG00000211157	NA	NA
ENSG00000211158	NA	NA
ENSG00000211159	NA	NA
ENSG00000211160	NA	NA
ENSG00000211161	NA	NA
ENSG00000211162	NA	NA
ENSG00000211163	NA	NA
ENSG00000211164	NA	NA
ENSG00000211165	NA	NA
ENSG00000211166	NA	NA
ENSG00000211167	NA	NA
ENSG00000211168	NA	NA
ENSG00000211169	NA	NA
ENSG00000211170	NA	NA
ENSG00000211171	NA	NA
ENSG00000211172	NA	NA
ENSG00000211173	NA	NA
ENSG00000211174	NA	NA
ENSG00000211175	NA	NA
ENSG00000211176	NA	NA
ENSG00000211177	NA	NA
ENSG00000211178	NA	NA
ENSG00000211179	NA	NA
ENSG00000211180	NA	NA
ENSG00000211181	NA	NA
ENSG00000211182	NA	NA
ENSG00000211183	NA	NA
ENSG00000211185	NA	NA
ENSG00000211186	NA	NA
ENSG00000211187	NA	NA
ENSG00000211188	NA	NA
ENSG00000211189	NA	NA
ENSG00000211191	NA	NA
ENSG00000211192	NA	NA
ENSG00000211193	NA	NA
ENSG00000211195	NA	NA
ENSG00000211196	NA	NA
ENSG00000211197	NA	NA
ENSG00000211198	NA	NA
ENSG00000211199	NA	NA
ENSG00000211200	NA	NA
ENSG00000211201	NA	NA
ENSG00000211202	NA	NA
ENSG00000211203	NA	NA
ENSG00000211204	NA	NA
ENSG00000211205	NA	NA
ENSG00000211206	NA	NA
ENSG00000211207	NA	NA
ENSG00000211208	NA	NA
ENSG00000211209	NA	NA
ENSG00000211210	NA	NA
ENSG00000211214	NA	NA
ENSG00000211215	NA	NA
ENSG00000211217	NA	NA
ENSG00000211218	NA	NA
ENSG00000211220	NA	NA
ENSG00000211221	NA	NA
ENSG00000211222	NA	NA
ENSG00000211223	NA	NA
ENSG00000211224	NA	NA
ENSG00000211225	NA	NA
ENSG00000211226	NA	NA
ENSG00000211227	NA	NA
ENSG00000211228	NA	NA
ENSG00000211230	NA	NA
ENSG00000211231	NA	NA
ENSG00000211232	NA	NA
ENSG00000211233	NA	NA
ENSG00000211234	NA	NA
ENSG00000211235	NA	NA
ENSG00000211236	NA	NA
ENSG00000211237	NA	NA
ENSG00000211238	NA	NA
ENSG00000211239	NA	NA
ENSG00000211241	NA	NA
ENSG00000211242	NA	NA
ENSG00000211243	NA	NA
ENSG00000211244	NA	NA
ENSG00000211245	NA	NA
ENSG00000211246	NA	NA
ENSG00000211247	NA	NA
ENSG00000211248	NA	NA
ENSG00000211249	NA	NA
ENSG00000211250	NA	NA
ENSG00000211251	NA	NA
ENSG00000211252	NA	NA
ENSG00000211253	NA	NA
ENSG00000211254	NA	NA
ENSG00000211255	NA	NA
ENSG00000211257	NA	NA
ENSG00000211258	NA	NA
ENSG00000211259	NA	NA
ENSG00000211260	NA	NA
ENSG00000211261	NA	NA
ENSG00000211262	NA	NA
ENSG00000211263	NA	NA
ENSG00000211264	NA	NA
ENSG00000211265	NA	NA
ENSG00000211266	NA	NA
ENSG00000211267	NA	NA
ENSG00000211268	NA	NA
ENSG00000211269	NA	NA
ENSG00000211270	NA	NA
ENSG00000211272	NA	NA
ENSG00000211273	NA	NA
ENSG00000211274	NA	NA
ENSG00000211275	NA	NA
ENSG00000211276	NA	NA
ENSG00000211277	NA	NA
ENSG00000211278	NA	NA
ENSG00000211279	NA	NA
ENSG00000211280	NA	NA
ENSG00000211281	NA	NA
ENSG00000211282	NA	NA
ENSG00000211283	NA	NA
ENSG00000211284	NA	NA
ENSG00000211286	NA	NA
ENSG00000211287	NA	NA
ENSG00000211288	NA	NA
ENSG00000211289	NA	NA
ENSG00000211290	NA	NA
ENSG00000211291	NA	NA
ENSG00000211292	NA	NA
ENSG00000211293	NA	NA
ENSG00000211294	NA	NA
ENSG00000211295	NA	NA
ENSG00000211296	NA	NA
ENSG00000211297	NA	NA
ENSG00000211298	NA	NA
ENSG00000211300	NA	NA
ENSG00000211301	NA	NA
ENSG00000211302	NA	NA
ENSG00000211303	NA	NA
ENSG00000211304	NA	NA
ENSG00000211305	NA	NA
ENSG00000211306	NA	NA
ENSG00000211307	NA	NA
ENSG00000211308	NA	NA
ENSG00000211310	NA	NA
ENSG00000211311	NA	NA
ENSG00000211312	NA	NA
ENSG00000211314	NA	NA
ENSG00000211315	NA	NA
ENSG00000211316	NA	NA
ENSG00000211317	NA	NA
ENSG00000211318	NA	NA
ENSG00000211319	NA	NA
ENSG00000211320	NA	NA
ENSG00000211322	NA	NA
ENSG00000211323	NA	NA
ENSG00000211324	NA	NA
ENSG00000211325	NA	NA
ENSG00000211326	NA	NA
ENSG00000211327	NA	NA
ENSG00000211329	NA	NA
ENSG00000211330	NA	NA
ENSG00000211332	NA	NA
ENSG00000211333	NA	NA
ENSG00000211334	NA	NA
ENSG00000211336	NA	NA
ENSG00000211337	NA	NA
ENSG00000211338	NA	NA
ENSG00000211339	NA	NA
ENSG00000211342	NA	NA
ENSG00000211343	NA	NA
ENSG00000211344	NA	NA
ENSG00000211345	NA	NA
ENSG00000211347	NA	NA
ENSG00000211348	NA	NA
ENSG00000211349	NA	NA
ENSG00000211350	NA	NA
ENSG00000211351	NA	NA
ENSG00000211352	NA	NA
ENSG00000211353	NA	NA
ENSG00000211354	NA	NA
ENSG00000211355	NA	NA
ENSG00000211356	NA	NA
ENSG00000211357	NA	NA
ENSG00000211358	NA	NA
ENSG00000211359	NA	NA
ENSG00000211360	NA	NA
ENSG00000211361	NA	NA
ENSG00000211362	NA	NA
ENSG00000211363	NA	NA
ENSG00000211364	NA	NA
ENSG00000211366	NA	NA
ENSG00000211367	NA	NA
ENSG00000211368	NA	NA
ENSG00000211369	NA	NA
ENSG00000211370	NA	NA
ENSG00000211371	NA	NA
ENSG00000211372	NA	NA
ENSG00000211373	NA	NA
ENSG00000211374	NA	NA
ENSG00000211376	NA	NA
ENSG00000211377	NA	NA
ENSG00000211378	NA	NA
ENSG00000211379	NA	NA
ENSG00000211380	NA	NA
ENSG00000211381	NA	NA
ENSG00000211383	NA	NA
ENSG00000211384	NA	NA
ENSG00000211385	NA	NA
ENSG00000211386	NA	NA
ENSG00000211387	NA	NA
ENSG00000211389	NA	NA
ENSG00000211390	NA	NA
ENSG00000211391	NA	NA
ENSG00000211392	NA	NA
ENSG00000211393	NA	NA
ENSG00000211394	NA	NA
ENSG00000211395	NA	NA
ENSG00000211396	NA	NA
ENSG00000211397	NA	NA
ENSG00000211398	NA	NA
ENSG00000211399	NA	NA
ENSG00000211400	NA	NA
ENSG00000211401	NA	NA
ENSG00000211402	NA	NA
ENSG00000211403	NA	NA
ENSG00000211404	NA	NA
ENSG00000211405	NA	NA
ENSG00000211408	NA	NA
ENSG00000211409	NA	NA
ENSG00000211411	NA	NA
ENSG00000211412	NA	NA
ENSG00000211414	NA	NA
ENSG00000211415	NA	NA
ENSG00000211416	NA	NA
ENSG00000211417	NA	NA
ENSG00000211418	NA	NA
ENSG00000211419	NA	NA
ENSG00000211420	NA	NA
ENSG00000211421	NA	NA
ENSG00000211422	NA	NA
ENSG00000211423	NA	NA
ENSG00000211424	NA	NA
ENSG00000211425	NA	NA
ENSG00000211426	NA	NA
ENSG00000211427	NA	NA
ENSG00000211428	NA	NA
ENSG00000211429	NA	NA
ENSG00000211430	NA	NA
ENSG00000211431	NA	NA
ENSG00000211433	NA	NA
ENSG00000211434	NA	NA
ENSG00000211435	NA	NA
ENSG00000211437	NA	NA
ENSG00000211438	NA	NA
ENSG00000211439	NA	NA
ENSG00000211441	NA	NA
ENSG00000211442	NA	NA
ENSG00000211443	NA	NA
ENSG00000211445	GPX3	2878
ENSG00000211446	NA	NA
ENSG00000211448	DIO2	1734
ENSG00000211450	C11orf31	280636
ENSG00000211451	GNRHR2	114814
ENSG00000211452	DIO1	1733
ENSG00000211454	AKR7L	NA
ENSG00000211455	STK38L	23012
ENSG00000211456	SACM1L	22908
ENSG00000211459	MT-RNR1	NA
ENSG00000211460	TSN	7247
ENSG00000211482		NA
ENSG00000211483		NA
ENSG00000211491	MIR320D1	100313896
ENSG00000211495		NA
ENSG00000211497	NA	NA
ENSG00000211498	NA	NA
ENSG00000211499		NA
ENSG00000211502	NA	NA
ENSG00000211505	NA	NA
ENSG00000211506	NA	NA
ENSG00000211508		NA
ENSG00000211510		NA
ENSG00000211513	MIR320E	NA
ENSG00000211514	MIR454	768216
ENSG00000211515		NA
ENSG00000211517	MIR671	768213
ENSG00000211518		NA
ENSG00000211519	MIR147B	100126311
ENSG00000211520	MIR216B	100126319
ENSG00000211521	NA	NA
ENSG00000211524	MIR718	100313781
ENSG00000211525		NA
ENSG00000211526		NA
ENSG00000211528		NA
ENSG00000211529	NA	NA
ENSG00000211530		NA
ENSG00000211532	MIR526A2	574486
ENSG00000211534		NA
ENSG00000211535	MIR711	100313843
ENSG00000211537	NA	NA
ENSG00000211538	MIR501	574503
ENSG00000211541	NA	NA
ENSG00000211542		NA
ENSG00000211543	MIR320B1	100302117
ENSG00000211544		NA
ENSG00000211545	NA	NA
ENSG00000211547	NA	NA
ENSG00000211548	NA	NA
ENSG00000211550	NA	NA
ENSG00000211551	NA	NA
ENSG00000211552	NA	NA
ENSG00000211553		NA
ENSG00000211554	NA	NA
ENSG00000211556		NA
ENSG00000211558	NA	NA
ENSG00000211560	NA	NA
ENSG00000211562		NA
ENSG00000211563		NA
ENSG00000211566		NA
ENSG00000211568	MIR670	100313777
ENSG00000211570	NA	NA
ENSG00000211571		NA
ENSG00000211573		NA
ENSG00000211574	MIR770	768222
ENSG00000211575	MIR760	NA
ENSG00000211577		NA
ENSG00000211578	MIR766	768218
ENSG00000211579	MIR759	100313778
ENSG00000211580	MIR769	768217
ENSG00000211581	MIR765	768220
ENSG00000211582	MIR758	768212
ENSG00000211583	MIR767	768215
ENSG00000211584	SLC48A1	55652
ENSG00000211588	NA	NA
ENSG00000211589	NA	NA
ENSG00000211590	MIR802	768219
ENSG00000211591	MIR762	100313837
ENSG00000211592	IGKC	NA
ENSG00000211593	IGKJ5	NA
ENSG00000211594	IGKJ4	NA
ENSG00000211595	IGKJ3	NA
ENSG00000211596	IGKJ2	NA
ENSG00000211597	IGKJ1	NA
ENSG00000211598	IGKV4-1	NA
ENSG00000211599	IGKV5-2	NA
ENSG00000211600	NA	NA
ENSG00000211601	NA	NA
ENSG00000211602	NA	NA
ENSG00000211603	NA	NA
ENSG00000211604	NA	NA
ENSG00000211605	NA	NA
ENSG00000211606	NA	NA
ENSG00000211607	NA	NA
ENSG00000211608	NA	NA
ENSG00000211609	NA	NA
ENSG00000211610	NA	NA
ENSG00000211611	IGKV6-21	NA
ENSG00000211612	NA	NA
ENSG00000211613	NA	NA
ENSG00000211614	NA	NA
ENSG00000211615	NA	NA
ENSG00000211616	NA	NA
ENSG00000211617	NA	NA
ENSG00000211618	NA	NA
ENSG00000211619	NA	NA
ENSG00000211620	NA	NA
ENSG00000211621	NA	NA
ENSG00000211622	NA	NA
ENSG00000211623	IGKV2D-26	NA
ENSG00000211624	NA	NA
ENSG00000211625	IGKV3D-20	NA
ENSG00000211626	IGKV6D-41	NA
ENSG00000211627	NA	NA
ENSG00000211628	NA	NA
ENSG00000211629	NA	NA
ENSG00000211630	NA	NA
ENSG00000211631	NA	NA
ENSG00000211632	IGKV3D-11	NA
ENSG00000211633	IGKV1D-42	NA
ENSG00000211634	NA	NA
ENSG00000211635	NA	NA
ENSG00000211636	NA	NA
ENSG00000211637	IGLV4-69	NA
ENSG00000211638	IGLV8-61	NA
ENSG00000211639	IGLV4-60	NA
ENSG00000211640	IGLV6-57	NA
ENSG00000211641	IGLV11-55	NA
ENSG00000211642	IGLV10-54	NA
ENSG00000211643	IGLV5-52	NA
ENSG00000211644	IGLV1-51	NA
ENSG00000211645	IGLV1-50	NA
ENSG00000211646	NA	NA
ENSG00000211647	IGLV5-48	NA
ENSG00000211648	IGLV1-47	NA
ENSG00000211649	IGLV7-46	NA
ENSG00000211650	IGLV5-45	NA
ENSG00000211651	IGLV1-44	NA
ENSG00000211652	IGLV7-43	NA
ENSG00000211653	IGLV1-40	NA
ENSG00000211654	IGLV5-37	NA
ENSG00000211655	IGLV1-36	NA
ENSG00000211656	IGLV2-33	NA
ENSG00000211657	IGLV3-32	NA
ENSG00000211658	IGLV3-27	NA
ENSG00000211659	IGLV3-25	NA
ENSG00000211660	IGLV2-23	NA
ENSG00000211661	IGLV3-22	NA
ENSG00000211662	IGLV3-21	NA
ENSG00000211663	IGLV3-19	NA
ENSG00000211664	IGLV2-18	NA
ENSG00000211665	IGLV3-16	NA
ENSG00000211666	IGLV2-14	NA
ENSG00000211667	IGLV3-12	NA
ENSG00000211668	IGLV2-11	NA
ENSG00000211669	IGLV3-10	NA
ENSG00000211670	IGLV3-9	NA
ENSG00000211671	NA	NA
ENSG00000211672	IGLV4-3	NA
ENSG00000211673	IGLV3-1	NA
ENSG00000211674	IGLJ1	NA
ENSG00000211675	IGLC1	NA
ENSG00000211676	IGLJ2	NA
ENSG00000211677	IGLC2	NA
ENSG00000211678	IGLJ3	NA
ENSG00000211679	IGLC3	NA
ENSG00000211680	IGLJ4	NA
ENSG00000211681	IGLJ5	NA
ENSG00000211682	IGLJ6	NA
ENSG00000211683		NA
ENSG00000211684	IGLJ7	NA
ENSG00000211685	IGLC7	NA
ENSG00000211686	NA	NA
ENSG00000211687	TRGJ2	NA
ENSG00000211688	TRGJP2	NA
ENSG00000211689	TRGC1	445347
ENSG00000211690	TRGJ1	NA
ENSG00000211691	TRGJP	NA
ENSG00000211692	TRGJP1	NA
ENSG00000211693	TRGV11	NA
ENSG00000211694	TRGV10	NA
ENSG00000211695	TRGV9	NA
ENSG00000211696	TRGV8	NA
ENSG00000211697	TRGV5	NA
ENSG00000211698	TRGV4	NA
ENSG00000211699	TRGV3	NA
ENSG00000211700	NA	NA
ENSG00000211701	TRGV1	NA
ENSG00000211702	NA	NA
ENSG00000211703	NA	NA
ENSG00000211704	NA	NA
ENSG00000211705	NA	NA
ENSG00000211706	TRBV6-1	NA
ENSG00000211707	TRBV7-1	NA
ENSG00000211708	NA	NA
ENSG00000211709	NA	NA
ENSG00000211710	TRBV4-1	NA
ENSG00000211711	NA	NA
ENSG00000211712	NA	NA
ENSG00000211713	TRBV6-4	NA
ENSG00000211714	TRBV7-3	NA
ENSG00000211715	TRBV5-3	NA
ENSG00000211716	TRBV9	NA
ENSG00000211717	TRBV10-1	NA
ENSG00000211718	NA	NA
ENSG00000211719	NA	NA
ENSG00000211720	TRBV11-1	NA
ENSG00000211721	TRBV6-5	NA
ENSG00000211722	NA	NA
ENSG00000211723	NA	NA
ENSG00000211724	TRBV6-6	NA
ENSG00000211725	TRBV5-5	NA
ENSG00000211726	NA	NA
ENSG00000211727	TRBV7-6	NA
ENSG00000211728	TRBV5-6	NA
ENSG00000211729	NA	NA
ENSG00000211730	NA	NA
ENSG00000211731	TRBV5-7	NA
ENSG00000211732	NA	NA
ENSG00000211733	NA	NA
ENSG00000211734	TRBV5-1	NA
ENSG00000211735	NA	NA
ENSG00000211736	NA	NA
ENSG00000211737	NA	NA
ENSG00000211738	NA	NA
ENSG00000211739	TRBV12-2	NA
ENSG00000211740	NA	NA
ENSG00000211741	NA	NA
ENSG00000211742	NA	NA
ENSG00000211743	NA	NA
ENSG00000211744	NA	NA
ENSG00000211745	TRBV4-2	NA
ENSG00000211746	TRBV19	NA
ENSG00000211747	TRBV20-1	NA
ENSG00000211748	NA	NA
ENSG00000211749	TRBV23-1	NA
ENSG00000211750	TRBV24-1	NA
ENSG00000211751	TRBC1	NA
ENSG00000211752	TRBV27	NA
ENSG00000211753	TRBV28	NA
ENSG00000211754	NA	NA
ENSG00000211755	NA	NA
ENSG00000211756	NA	NA
ENSG00000211757	NA	NA
ENSG00000211758	NA	NA
ENSG00000211759	NA	NA
ENSG00000211760	NA	NA
ENSG00000211761	NA	NA
ENSG00000211762	NA	NA
ENSG00000211763	NA	NA
ENSG00000211764	TRBJ2-1	NA
ENSG00000211765	TRBJ2-2	NA
ENSG00000211766	TRBJ2-2P	NA
ENSG00000211767	TRBJ2-3	NA
ENSG00000211768	TRBJ2-4	NA
ENSG00000211769	TRBJ2-5	NA
ENSG00000211770	TRBJ2-6	NA
ENSG00000211771	TRBJ2-7	NA
ENSG00000211772	TRBC2	NA
ENSG00000211773	NA	NA
ENSG00000211774	NA	NA
ENSG00000211775	NA	NA
ENSG00000211776	TRAV2	NA
ENSG00000211777	TRAV3	NA
ENSG00000211778	TRAV4	NA
ENSG00000211779	TRAV5	NA
ENSG00000211780	TRAV6	NA
ENSG00000211781	TRAV7	NA
ENSG00000211782	TRAV8-1	NA
ENSG00000211783	TRAV9-1	NA
ENSG00000211784	TRAV10	NA
ENSG00000211785	TRAV12-1	NA
ENSG00000211786	TRAV8-2	NA
ENSG00000211787	TRAV8-3	NA
ENSG00000211788	TRAV13-1	NA
ENSG00000211789	TRAV12-2	NA
ENSG00000211790	TRAV8-4	NA
ENSG00000211791	TRAV13-2	NA
ENSG00000211792	TRAV14DV4	NA
ENSG00000211793	TRAV9-2	NA
ENSG00000211794	TRAV12-3	NA
ENSG00000211795	TRAV8-6	NA
ENSG00000211796	TRAV16	NA
ENSG00000211797	TRAV17	NA
ENSG00000211798	TRAV18	NA
ENSG00000211799	TRAV19	NA
ENSG00000211800	TRAV20	NA
ENSG00000211801	TRAV21	NA
ENSG00000211802	TRAV22	NA
ENSG00000211803	TRAV23DV6	NA
ENSG00000211804	TRDV1	NA
ENSG00000211805	TRAV24	NA
ENSG00000211806	TRAV25	NA
ENSG00000211807	TRAV26-1	NA
ENSG00000211808	TRAV8-7	NA
ENSG00000211809	TRAV27	NA
ENSG00000211810	TRAV29DV5	NA
ENSG00000211811	NA	NA
ENSG00000211812	TRAV26-2	NA
ENSG00000211813	TRAV34	NA
ENSG00000211814	TRAV35	NA
ENSG00000211815	TRAV36DV7	NA
ENSG00000211816	TRAV38-1	NA
ENSG00000211817	TRAV38-2DV8	NA
ENSG00000211818	TRAV39	NA
ENSG00000211819	TRAV40	NA
ENSG00000211820	TRAV41	NA
ENSG00000211821	TRDV2	NA
ENSG00000211822	NA	NA
ENSG00000211823	NA	NA
ENSG00000211824	NA	NA
ENSG00000211825	TRDJ1	NA
ENSG00000211826	TRDJ4	NA
ENSG00000211827	TRDJ2	NA
ENSG00000211828	TRDJ3	NA
ENSG00000211829	TRDC	NA
ENSG00000211830	NA	NA
ENSG00000211831	TRAJ61	NA
ENSG00000211832	TRAJ59	NA
ENSG00000211833	TRAJ58	NA
ENSG00000211834	TRAJ57	NA
ENSG00000211835	TRAJ56	NA
ENSG00000211836	TRAJ54	NA
ENSG00000211837	TRAJ53	NA
ENSG00000211838	TRAJ52	NA
ENSG00000211839	TRAJ50	NA
ENSG00000211840	TRAJ49	NA
ENSG00000211841	TRAJ48	NA
ENSG00000211842	TRAJ47	NA
ENSG00000211843	TRAJ46	NA
ENSG00000211844	TRAJ45	NA
ENSG00000211845	TRAJ44	NA
ENSG00000211846	TRAJ43	NA
ENSG00000211847	TRAJ42	NA
ENSG00000211848	TRAJ41	NA
ENSG00000211849	TRAJ40	NA
ENSG00000211850	TRAJ39	NA
ENSG00000211851	TRAJ38	NA
ENSG00000211852	NA	NA
ENSG00000211853	NA	NA
ENSG00000211854	TRAJ35	NA
ENSG00000211855	TRAJ34	NA
ENSG00000211856	TRAJ33	NA
ENSG00000211857	TRAJ32	NA
ENSG00000211858	TRAJ31	NA
ENSG00000211859	TRAJ30	NA
ENSG00000211860	TRAJ29	NA
ENSG00000211861	TRAJ28	NA
ENSG00000211862	TRAJ27	NA
ENSG00000211863	TRAJ26	NA
ENSG00000211864	TRAJ25	NA
ENSG00000211865	TRAJ24	NA
ENSG00000211866	TRAJ23	NA
ENSG00000211867	TRAJ22	NA
ENSG00000211868	TRAJ21	NA
ENSG00000211869	TRAJ20	NA
ENSG00000211870	TRAJ19	NA
ENSG00000211871	TRAJ18	NA
ENSG00000211872	TRAJ17	NA
ENSG00000211873	TRAJ16	NA
ENSG00000211874	NA	NA
ENSG00000211875	TRAJ14	NA
ENSG00000211876	TRAJ13	NA
ENSG00000211877	TRAJ12	NA
ENSG00000211878	TRAJ11	NA
ENSG00000211879	TRAJ10	NA
ENSG00000211880	TRAJ9	NA
ENSG00000211881	TRAJ8	NA
ENSG00000211882	TRAJ7	NA
